id,headword,normalized_headword,pos,pos_tag,etymology,definition,gloss_ru,examples,source,page,notes
4589,har,har,NOUN,4_m-C,OIAhāra,1) garland,гирлянда 2) necklace венок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4590,harna,harna,,,OIAhārayati,vilose,"терпеть поражение, проигрывать hārna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4591,haɽka,haɽka,,,"compensatory lenghtening IA language, Himachali haḍḍa",n1_m-a bone,кость,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4592,hatʰi,hathi,NOUN,2_m-V,Hin hāthī < hastín,elephant,слон,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4593,haʈ,haʈ,NOUN,7_f-ishop,compensatory lenghtening IA languagehaṭṭī-,,магазин,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4594,haũ,hau,,,"Bad OIA word, Accent issue ahám",pers1SG1SG,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4595,hɐpta,hɐpta,NOUN,1_m-a,"Hin, Pers hafta",week,неделя,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4596,heri,heri,,,OIA*hērati,prtPROH.FUT.SGPROH.FUT.SG,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4597,herit,herit,,,*hērati,prtPROH.FUT.PL PROH.FUT.PL,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4598,herna,herna,,,OIA*hērati,vt1) see,видеть dekhna 2) look смотреть 3) look after заботиться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4599,heʃɳavtput,heʃɳavtput,,,on fireplace,,ставить пищу на очаг cūlhe par ca ṛhāna hɛllan 1_m-a noiseшум,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4600,hɛʈɳa,hɛʈɳa,,,*haṭṭ,vigo away retreat,"уходить, отходить, отступать haṭna həmara poss1) 1PL.POSS 1PL.POSS 2) ourнаш həmeʃa advalways всегда həzarcardnum thousand тысяча",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4601,hik,hik,NOUN,5_f-Cbreast,OIA*hr̥tka,,грудь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4602,hiləɳ,hiləɳ,NOUN,4_m-C,OIA*hillati,earthquake,землетрясение,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4603,hjũnd,hjund,NOUN,4_m-C,OIAhēmantá,1) winter,зима 2) autumn осень hoʈəln 4_m-C hotel отель25 of 40 7/7/2023 9:52 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4604,hɔɭ,hɔɭ,NOUN,4_m-C,OIAhalá,plough,плуг,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4605,hɔɭna,hɔɭna,,,OIAhalá,vtplough,пахать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4606,hɔsɳa,hɔsɳa,,,OIAhásati,vi1) laugh,смеяться 2) smile улыбаться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4607,hɔtʰ,hɔth,NOUN,4_m-C,OIAhásta,hand,рука,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4608,hɔudʒ,hɔudʒ,NOUN,5_f-Ctumeric,"Bad OIA, Accent issue haridrā",,куркума,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4609,huɽna,huɽna,,,huḍa,vtlock,запереть I i,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4610,idzadzət,idzadzət,NOUN,5_f-Cpermission,"Arab, Pers ijāzat",,позволение,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4611,idzət,idzət,NOUN,5_f-Chonourчесть,"Arab, Hin izzat < 'izzat",,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4612,idzʰ,idzh,,,Bad OIA word *hīyas,advyesterday,вчера,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4613,ihɳ,ihɳ,NOUN,7_f-iflying,Unknown,squirrel,белка-летяга,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4614,ikʰər,ikhər,NOUN,4_m-C,Suspicious IA etymology khára,"dandruff, scurf",перхоть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4615,imli,imli,NOUN,3_f-Vtamarind,"Bad OIA word, Hin āmlā, āmlīkā",,тамаринд,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4616,inha,inha,,,Bad OIAēṣá,1) pers3PL.PROX.OBL 3PL.PROX.OBL 2) dem3PL.PROX.OBL 3PL.PROX.OBL inhəraposs3PL.PROX.POSS 3PL.PROX.POSS,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4617,iʃara,iʃara,NOUN,1_m-a,"Arab, Hin is ́ārā < išāra",sign,знак,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4618,iʃʈ,iʃʈ,,,"Skr, Hin iṣṭ  <iṣṭa",n4_m-C home deity,домашнее божество ghar ka devta,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4619,ĩʈ,iʈ,NOUN,5_f-Cbrick,OIAíṣṭakā,,кирпич J j,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4620,ja,ja,NOUN,6_f-amotherмать,Unknown Cf. Shorto 104 *yaʔ (*yaʔ-yaʔ >,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4621,ja-bapu,ja-bapu,,,Cf. Shorto 104 *yaʔ (*yaʔ-yaʔ >,*yaay grandmother.  Starostin Proto-Dravidian *aj- Meaning : mother + *bāppa 'father' ) nparents,родители,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4622,jad,jad,NOUN,5_f-Cmemory,"Hin, Pers ya ̄d",,память,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4623,jak,jak,NOUN,4_m-C,Eng yak,yak,як,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4624,judʰ,judh,NOUN,4_m-C,"Hin, Skryudd h < yuddha",war,война yuddʰ126 of 40 7/7/2023 9:52 PM K k,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4625,kaɖʰa,kaɖha,NOUN,1_m-a,Bad OIA wordkvāthá,,отвар с имбирём и чёрным перцемspicy tea from coldчай от простуды со специями kaəʈʰcardnum sixty one,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4626,kagəz,kagəz,,,"Pers, Hin ka ̄g̣az <kāg̣aẓ",n4_m-C paper,бумага,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4627,kagzi,kagzi,ADJ,,"Pers, Hinka ̄g̣azī <kāg̣aẓī",athem. thin-skinned,имеющий тонкую скорлупу или кожицу,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4628,kaida,kaida,,,"Arab, Hin",n1_m-a restriction,ограничение,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4629,kail,kail,NOUN,7_f-iPinus,Bad OIA word kapilá †*kapilla,wallichianablue pine,гималайская сосна,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4630,kaldza,kaldza,,,"Accent issue, Bad OIA word kālēyaka",n1_m-a 1),о человекеliverпечень 2) heart сердце,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4631,kaɭ,kaɭ,NOUN,7_f-ifamineнеурожай,OIAkālá,,голод,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4632,kaɭa,kaɭa,ADJ,,OIAkāla,them. black,чёрный kālā,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4633,kangʰi,kanghi,NOUN,3_f-Vcomb,Mandealikanghi < káṅkata,,расчёска,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4634,kangʰu,kanghu,,,Mandeali kanghu < káṅkata,n2_m-V sheep comb,гребень для овец,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4635,kaɳa,kaɳa,ADJ,,OIAkāṇá,them. blind,слепой karn 5_f-Ccar машина,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4636,kardʒ,kardʒ,NOUN,4_m-C,"Hin, Skrkārj < kārya",ceremony,церемония,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4637,karəɳ,karəɳ,,,"Hin, Skr kāraṇ < kāraṇa",n4_m-C cause,причина kaɽnavtboil кипятить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4638,kãsa,kasa,NOUN,1_m-asg,OIAkā́ṁsya,bronze,бронза kaʃʈn 4_m-C suffering мучение katn 7_f-iwool scissors ножницы для овец,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4639,katsa,katsa,,,Himachali katsɔ < *kacca,adjunripe,"неспелый, зелёный",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4640,katsʰa,katsha,,,Hinkāchā < kakṣyā,n1_m-a underwear,нижнее бельё,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4641,kaʈɳa,kaʈɳa,NOUN,4_m-C,Hin kāṭnā < kártati,cut mark,порез kaʈʰn 4_m-C disasterбедствие27 of 40 7/7/2023 9:52 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4642,kaʈʰi,kaʈhi,NOUN,3_f-Vsaddleседло,OIAkāṣṭhá,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4643,kauɽa,kauɽa,NOUN,1_m-a,OIAkāˊka,crow,ворона,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4644,kauɽi,kauɽi,NOUN,3_f-Vcrow,OIAkāˊka,(she),ворона-самка kazrn4_m-C ulcer язва,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4645,kɐləm,kɐləm,,,Arab qalam,n5_f-Cgraff,привой,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4646,kɐlmi,kɐlmi,,,Arab qalam,adjgraffed,привитой,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4647,kɐmər,kɐmər,,,"Hin, Pers kamar",n5_f-Cwaist,талия kɐmin 3_f-Vdrawback недостаток,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4648,kɐɳʈʰi,kɐɳʈhi,,,"Skr, Hin kaṇṭhī 'necklace'",n3_f-Vnecklace,ожерелье,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4649,kɐp,kɐp,,,Eng cup,n4_m-C cup,чашка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4650,kɐɽʰi,kɐɽhi,NOUN,3_f-Vcurry,Hin kaṛī < kvathita,,карри,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4651,kɐtʰa,kɐtha,NOUN,6_f-astory,Skrkatha ̄,,сказка kebe1) rel pro-adv when когда 2) interrogwhen когда,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4652,keɭa,keɭa,NOUN,1_m-a,OIAkadala,banana,банан,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4653,keɭu,keɭu,NOUN,2_m-V,Bad OIA wordkilima,Cedrus deodaracedar,кедр kɛlaadj them. aloneединственный,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4654,kɛmra,kɛmra,NOUN,1_m-a,"Hin, Port kamra < camara",room,комната kɛnkər n 5_f-Cосколок kɛɳɖapro-adjwhat kind какой kɛɳɖe1) pro-advhowкак 2) interroghowкак,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4655,kɛpɽa,kɛpɽa,,,"Hin, Punjabi kapṛā < karpaṭa",n1_m-a clothes,одежда,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4656,kɛrna,kɛrna,,,Hinkarṓti,vtdo,делать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4657,kɛɽa,kɛɽa,NOUN,1_m-a,Bad OIAkáḍāra,steep,крутой (спуск),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4658,kɛɽi,kɛɽi,NOUN,3_f-Vmunal,Unknown,pheasant (female),вид фазана (самка),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4659,kɛsəl,kɛsəl,NOUN,4_m-C,Engcastle,castle,замок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4660,kɛtʰ,kɛth,,,Skrkatha ̄,n5_f-Cstory,история,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4661,kɛʈi,kɛʈi,NOUN,3_f-Vbuffalo,"Mandeali, Punjabi, ɛ/ɐ IA language kəṭṭi < kaṭṭī < *kaṭṭa",calf (she),телёнок буйвола (самка)28 of 40 7/7/2023 9:52 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4662,kɛʈu,kɛʈu,NOUN,2_m-V,"Punjabi, ɛ/ɐ IA language, Mandeali kəṭṭu < kaṭṭū < *kaṭṭa",buffalo calf (he),телёнок буйвола (самец),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4663,kəbutər,kəbutər,NOUN,4_m-C,"Pers, Hinkabu ̄tar",pigeon,голубь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4664,kədaɭ,kədaɭ,,,OIAkuddāla,n4_m-C spade,лопата kəleadv1) only только 2) alone в одиночку,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4665,kəmaɳ,kəmaɳ,NOUN,5_f-Cbowstring,Pers kamān,,тетива kəmhar n 4_m-C potter гончар,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4666,kəmoɳa,kəmoɳa,,,Bad OIA*karmāpayati,vt1) act,действовать 2) earn зарабатывать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4667,kəmpjuʈər,kəmpjuʈər,NOUN,4_m-C,Eng computer,computer,компьютер,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4668,kəpur,kəpur,,,"OIA, Accent issuekarpū́ra",n4_m-C camphor,камфора,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4669,kərkiti,kərkiti,NOUN,3_f-V1),Skrkŕ̊ttikā,star,звезда 2) Pleiades Плеяды,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4670,kəɽʰaɽi,kəɽhaɽi,NOUN,3_f-Vaxeтопор,OIAkuṭhāra,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4671,kətab,kətab,NOUN,5_f-Cbook,"Arab, Hin kita ̄b",,книга,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4672,khɐtsər,khɐtsər,NOUN,4_m-C,"Punjabi, Hin khaccar < *khaccara",mule,мул kibe1) rel pro-adv why почему 2) interrogwhy почему kibekiconjbecause потому что,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4673,kila,kila,,,"OIA*khila, *khilla, *killa","n1_m-a corn (on sole), callosity",мозоль,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4674,kili,kili,NOUN,3_f-V1),Hin kīlī < kīla,nail,гвоздь 2) hook крючок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4675,kilɳi,kilɳi,NOUN,3_f-Vчтобы,*kīlla-,,выкапывать сорную траву small hoeтяпка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4676,kimət,kimət,,,"Hin, Arab qimat","n4_m-C cost, price",цена,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4677,kiɽa,kiɽa,NOUN,1_m-a,OIAkīṭá,snake,змея,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4678,kiɽəɽu,kiɽəɽu,NOUN,2_m-V,káraṇḍa ?,basket (on shoulders),корзина (заплечная),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4679,kisan,kisan,,,Pers kisān,n4_m-C farmer,крестьянин,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4680,kisani,kisani,,,"Hin, Pers kisānī < kisān < kisān, An agriculturist < kasān (pl. of kas","Men, persons; people of distinction, somebodies; servants, attendants ) n3_f-Vfarming",земледелие,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4681,kisti,kisti,NOUN,3_f-Vboat,"Mandeali, Pers kisti < kas ̌ti",,лодка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4682,kjari,kjari,NOUN,3_f-Vgarden-bedгрядка,OIAkēdāra,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4683,kjaɽi,kjaɽi,NOUN,3_f-Vneck,OIAkr̥kāṭikā,,шея1 129 of 40 7/7/2023 9:52 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4684,klar,klar,NOUN,5_f-Clunch,OIA†*kālyāhāra,,обед,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4685,kledza,kledza,NOUN,1_m-a,Hinkaleja < kālēyaka,liver,"печень klirn 5_f-Clineлиния klotɳavtsoil soak пачкать, мочить latth-patth karna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4686,kodra,kodra,NOUN,1_m-asg,Punjabi kodrā < kōdrava,Eleusine corocanafinger millet,пальчатое просоragi koi1) indfprosomebody кто-то 2) pro-adjsomeнекоторый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4687,kolədʒ,kolədʒ,NOUN,4_m-C,Eng college,college,колледж,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4688,kolʰ,kolh,NOUN,4_m-C,Bad OIA word kulāˊya,nest,гнездо kornavt1) make a hole дырявить ched korna 2) carveвырезать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4689,korʈ,korʈ,NOUN,4_m-C,Eng court,court,суд,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4690,koʃa,koʃa,NOUN,1_m-a,OIAkṓśa,vessel,сосуд koʃiʃn 6_f-atryстарание,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4691,kotɳa,kotɳa,,,Cr assimilation IA language< *kōtr,vtdig,копать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4692,koʈʰəɖ,koʈhəɖ,,,OIAkṓṣṭha,n4_m-C big vessel for grains,большой сосуд для зерна kɔkɽin 3_f-V1) liverпечень 2) heart сердце 3) cucumberогурец,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4693,kɔɭi,kɔɭi,NOUN,3_f-Vbud,OIAkali-,,бутон,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4694,kɔm,kɔm,NOUN,4_m-C,OIAkárman,work,работа,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4695,kɔmɳa,kɔmɳa,,,Bad OIAkámpatē,vi1) tremble,дрожать 2) freezeмёрзнуть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4696,kɔn,kɔn,NOUN,4_m-C,OIAkárṇa,ear,ухо kɔnhn 4_m-C shoulder плечо kɔnʰi guʈʰi n 3_f-Vlittle finger мизинец,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4697,kɔɳɖa,kɔɳɖa,,,OIAkaṇṭa,n1_m-a thorn,шип,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4698,kɔɽtsʰi,kɔɽtshi,,,"OIA*kaṭacchu, kaḍacchaka",n5_f-Cladle,поварёшка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4699,kɔtɳa,kɔtɳa,,,OIA*kartati,vtspin,прясть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4700,kɔtsʰ,kɔtsh,NOUN,5_f-Carmpitподмышка,Bad OIAkákṣa,2) advnear,около,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4701,kɔtsʰa,kɔtsha,NOUN,1_m-a,Bad OIA wordkákṣa X kaccha,"1) side (anat.), body side",бок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4702,kraja,kraja,,,"Hin, Pers kira ̄yā",n1_m-a rent,рента30 of 40 7/7/2023 9:52 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4703,kraɳa,kraɳa,,,OIAkarṓti + caus,vt1) make do,заставлять делать 2) assign поручать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4704,krara,krara,ADJ,,Suspicious IA etymology kaḍḍ,them. crispy,хрустящий,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4705,krĩga,kriga,,,OIA**ku+*riṅk ?,n6_f-ascream,вопль krĩga marna vtscream кричать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4706,kriʃɳa,kriʃɳa,,,OIA*kriśnāti,vtlevel wood with a tool,ровнять дерево при помощи инструмента,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4707,kɽahi,kɽahi,NOUN,3_f-Vkarahiсковорода-карахи,OIA2638 kaṭāha,kʃudɳa vt,"убирать (навоз, глину, песок)",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4708,kudɳa,kudɳa,,,OIAkūˊrdati,vijump,прыгать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4709,kũdzi,kudzi,NOUN,3_f-Vkeyключ,OIAkuñcikā,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4710,kukəɖ,kukəɖ,,,OIAkukkuṭá,n4_m-C cock,петух,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4711,kukəɽi,kukəɽi,NOUN,3_f-Vhen,OIAkukkuṭá,,курица kukɽu n 4_m-C maize seedкукурузное зерно kukɽu-kɽu interjcock-a-doodle-doo кукареку,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4712,kulh,kulh,NOUN,5_f-Ccanalканал,Bad OIA word*kūlyā-,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4713,kulu,kulu,PROPN,2_m-V,Hin kulū < kulūta-,Kullu,"Куллу kungun 2_m-V tika, ritual point on the forehead tikaтика kuɳ1) relprowho кто 2) interrogwho кто",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4714,kuɳa,kuɳa,NOUN,1_m-a,Bad OIA wordkōṇa,1) edge,край 2) corner угол,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4715,kuʃi,kuʃi,NOUN,3_f-V1),Unknown,ornament on the border of a pattu,"узор на краю патту, обычно красный 2) clewклубок",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4716,kuta,kuta,NOUN,1_m-a,OIA*kutta,dog,собака,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4717,kuti,kuti,NOUN,3_f-Vshe-dog,OIA*kutta,,собака (самка),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4718,kuʈɳa,kuʈɳa,,,OIAkuṭṭáyati,vtpound,толочь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4719,kuʈu,kuʈu,NOUN,2_m-V,OIA*kuṭṭa,biscuit,печенье kw̃an 1_m-a well,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4720,kwand,kwand,NOUN,4_m-C,Persḳhawand,husband,муж,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4721,kw̃ara,kwara,NOUN,4_m-C,OIAkumārá,bachelor,холостяк131 of 40 7/7/2023 9:52 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4722,kw̃ari,kwari,NOUN,3_f-Vunmarried,OIAkumārá,woman,незамужняя женщина Kʰ kʰ,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4723,kʰakʰ,khakh,,,compensatory lenghtening IA languagekhákkhati,n7_f-imouth,рот,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4724,kʰangɳa,khangɳa,,,"Bad OIA, Punjabi khaṇghṉá < *khaṅkh",vicough,кашлять,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4725,kʰaɳa,khaɳa,VERB,,OIAkhāˊdati,stnd1) eat,естьkhāna2) bite кусать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4726,kʰaɳa,khaɳa,NOUN,1_m-a,OIAkhādana,1) meal,время еды 2) food еда kʰaɳa bəɳaɳa vtcook готовить еду,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4727,kʰapra,khapra,NOUN,1_m-a,Suspicious IA etymology kharpara,1) old man,старик 2) ancestor предок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4728,kʰapra,khapra,,,Suspicious IA etymology kharpara,adjthem. old,старый būṛhā,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4729,kʰapri,khapri,,,Suspicious IA etymology kharpara,n3_f-Vold woman,старуха,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4730,kʰata,khata,,,"Hin khātā <  kṣatrá n. ʻ might, rule ʼ",n1_m-a accout book,счётная книга,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4731,kʰatʃ,khatʃ,NOUN,4_m-C,OIAkhāˊtra,"pit, hole",яма,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4732,kʰɐdər,khɐdər,NOUN,4_m-C,Punjabikhaddar < *khaddara,cotton,хлопок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4733,kʰɐnkɳa,khɐnkɳa,,,Hin khanaknā < khaṇakhaṇāyatē,"vijingle, ding (of silver)",звенеть (о серебре),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4734,kʰɐʃkʰəʃa,khɐʃkhəʃa,,,Pers ḵẖashn X Hin kharkharā,adjthem. 1) hoarse,"хриплый (о голосе) 2) itchy колючий (о шерсти) 3) rough шершавый, жёсткий",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4735,kʰɐtəm,khɐtəm,,,"Arab, Pers ḵẖatm",adjfinished,"законченный kʰedɳa vthoy понукать, погонять животных hā̃kna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4736,kʰedza,khedza,,,OIA*khēdyatē,n1_m-a troubles,хлопоты,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4737,kʰel,khel,NOUN,5_f-Cgame,OIA*khēll-,,игра,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4738,kʰeliɳa,kheliɳa,,,OIA*khēll,viplay,играть kʰelɳaviplay играть (в игру) khelna kʰeʈɳavtчистить от мягкой кожуры,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4739,kʰɛbər,khɛbər,NOUN,5_f-Cnews,"Arab, Pers ḵẖabar",,новости,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4740,kʰɛɳɖ,khɛɳɖ,,,Punjabi khaṇḍ < khaṇḍu,n5_f-Csugar,сахар,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4741,kʰɛpra,khɛpra,NOUN,1_m-a,ɛ/ɐ IA languagekharpara,ritual mask of Phagri festival,ритуальная маска на празднике Пхагри1 2 1 2 232 of 40 7/7/2023 9:52 PM kʰɛraadjgood хороший,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4742,kʰɛrpa,khɛrpa,,,ɛ/ɐ IA languagekharpara + met,n1_m-a cobra,кобра kʰɛʈɳavtsave money копить (деньги),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4743,kʰəmbʰa,khəmbha,NOUN,1_m-a,Hinkhambha < skambhá,pillar,столб kʰərmani n 3_f-Vapricot абрикос,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4744,kʰilɳa,khilɳa,,,OIA*khill,vibloom,"раскрываться, цвести kʰirn 5_f-Ckheerкхир",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4745,kʰiɽa,khiɽa,,,Bad OIA word kṣīraka,n1_m-a cucumber,"огурец kʰisəkɳa vi1) moveпередвигаться 2) swerve уклоняться, отодвигаться kʰiskaɳa vtотодвигать kʰĩtsɳa vt1) pull тянуть 2) take pictures фотографировать",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4746,kʰjaɳa,khjaɳa,,,Bad OIA word  khādayati,vtfeed,кормить kʰodzɳa vttell рассказывать batāna kʰodʒn 5_f-Csearch поиск,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
