id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes
1268,Erká or -u,Erka or -u,,NOUN,n.m.,,,See Ishú,,See Ishú,,"m.; f. -í, pl. -é. (Balsan and Maḍhán)",mainDictionary_repaired.csv,42,original,
1269,E-ro-lá,E-ro-la,,ADV.,adv.,,,This side,,This side,,,mainDictionary_repaired.csv,42,original,
1270,Es,Es,,PRO.,pro.,,,(1) Him or her; (2) To this,,(1) Him or her; (2) To this,,m. and f. (Also eskhe),mainDictionary_repaired.csv,42,original,
1271,Esí,Esi,,ADV.,adv.,,,By this way,,By this way,,,mainDictionary_repaired.csv,42,original,
1272,Esrú or -á,Esru or -a,,PRO.,pro.,,,Of this,,Of this,,"m.; f. -í, pl. -é, Of these",mainDictionary_repaired.csv,42,original,
1273,Etaj,Etaj,,ADV.,adv.,,,See Ethí,,See Ethí,,,mainDictionary_repaired.csv,42,original,
1274,Ethí or -á,Ethi or -a,,ADV.,adv.,,,"Here, at this place",,"Here, at this place",,,mainDictionary_repaired.csv,42,original,
1275,Eti or -á,Eti or -a,,ADV.,adv.,,,"Here, at this place",,"Here, at this place",,,mainDictionary_repaired.csv,42,original,
1276,Ethya-ágé,Ethya-age,,ADV.,adv.,,,"Hereafter, in the future",,"Hereafter, in the future",,,mainDictionary_repaired.csv,42,original,
1277,Fábṇu,Fabnu,,V.I.,v.i. re.,,,(1) To get; (2) To meet,,(1) To get; (2) To meet,,"f. -í, pl. -é",mainDictionary_repaired.csv,42,original,
1278,Fáḍḍí,Faddi,,ADJ.,adj.,,,The last,,The last,,,mainDictionary_repaired.csv,42,original,
1279,Fáḍí,Fadi,,NOUN,n.m.,,,One whose turn is last on a walnut-game,,One whose turn is last on a walnut-game,,,mainDictionary_repaired.csv,42,original,
1280,Fáfrá,Fafra,,NOUN,n.m.,,,A kind of coarse corn,,A kind of coarse corn,,,mainDictionary_repaired.csv,42,original,
1281,Fá'g,Fa'g,,NOUN,n.m.,,,The Holī festival of the Hindús,,The Holī festival of the Hindús,,,mainDictionary_repaired.csv,42,original,
1282,Fággaṇ,Faggan,,NOUN,n.m.,,S. Phālguna,"The 10th Hindú month, corresponding to February",,"The 10th Hindú month, corresponding to February",,,mainDictionary_repaired.csv,42,original,
1283,Fai,Fai,,N.F.,n.f.,,H. pháňsí,A hanging,,A hanging,,,mainDictionary_repaired.csv,42,original,
1284,Fair,Fair,,N.F.,n.f.,,E. fire,The sound of a gun,,The sound of a gun,,"-karṇí, v.t. re. To fire",mainDictionary_repaired.csv,42,original,
1285,Faiwtá,Faiwta,,NOUN,n.m.,,,A kind of jackal,,A kind of jackal,,"f. -í, pl. -é",mainDictionary_repaired.csv,42,original,
1286,Fáká,Faka,,NOUN,n.m.,,,A mouthful of roasted gram,,A mouthful of roasted gram,,"-márṇe, v.t. re. To chuck roasted grains into the mouth",mainDictionary_repaired.csv,42,original,
1287,Fakhír,Fakhir,,NOUN,n.m.,,H. fakīr,A mendicant,,A mendicant,,,mainDictionary_repaired.csv,42,original,
1288,Fákí,Faki,,N.F.,n.f.,,,Complaint,,Complaint,,,mainDictionary_repaired.csv,42,original,
1289,Fal,Fal,,NOUN,n.m.,,S. phala,(1) A fruit; (2) The result,,(1) A fruit; (2) The result,,,mainDictionary_repaired.csv,42,original,
1290,"Fál, fálí","Fal, fali",,NOUN,n.m. and f.,,,Vomit,,Vomit,,"-áwṇá or -áwṇí, v.i. re. To vomit",mainDictionary_repaired.csv,42,original,
1291,Falá,Fala,,NOUN,n.m.,,,A plank,,A plank,,"f. -í, A small plank; pl. -é",mainDictionary_repaired.csv,43,original,
1292,Fálá,Fala,,NOUN,n.m.,,,A share (of a plough),,A share (of a plough),,,mainDictionary_repaired.csv,43,original,
1293,Falí,Fali,,N.F.,n.f.,,,(1) A bean; (2) A small board,,(1) A bean; (2) A small board,,,mainDictionary_repaired.csv,43,original,
1294,Falṭá,Falta,,NOUN,n.m.,,,A small plank,,A small plank,,"f. -í, pl. -é",mainDictionary_repaired.csv,43,original,
1295,Faṇ,Fan,,NOUN,n.m.,,H. phaṇ,The extended hood of a cobra,,The extended hood of a cobra,,,mainDictionary_repaired.csv,43,original,
1296,Faṇá'r,Fana'r,,NOUN,n.m.,,,A cobra,,A cobra,,,mainDictionary_repaired.csv,43,original,
1297,Fáňḍ,Fand,,N.F.,n.f.,,,Subscription,,Subscription,,"-páṇí, v.a. re. To subscribe",mainDictionary_repaired.csv,43,original,
1298,Fandá,Fanda,,NOUN,n.m.,,H. phandā,"A noose, a snare",,"A noose, a snare",,,mainDictionary_repaired.csv,43,original,
1299,Fáňḍkí,Fandki,,N.F.,n.f.,,,A present of edibles,,A present of edibles,,,mainDictionary_repaired.csv,43,original,
1300,Fáňḍṇu,Fandnu,,V.T.,v.t. re.,,,"To divide, to distribute",,"To divide, to distribute",,"f. -í, pl. -é",mainDictionary_repaired.csv,43,original,
1301,Faňg,Fang,,NOUN,n.m.,,,A jest,,A jest,,pl. -o,mainDictionary_repaired.csv,43,original,
1302,Faňg-faráh,Fang-farah,,ADJ.,adj.,,,"Cunning, deep",,"Cunning, deep",,,mainDictionary_repaired.csv,43,original,
1303,Fáň-in-yáṇ,Fan-in-yan,,N.F.,n.f.,,,A kiss,,A kiss,,"-leṇí, v.t. re. To kiss; -deṇí, v.t. re. To give a kiss",mainDictionary_repaired.csv,43,original,
1304,Fáṇ-ṇu,Fan-nu,,V.T.,v.t. re.,,,To card (wool),,To card (wool),,,mainDictionary_repaired.csv,43,original,
1305,Far,Far,,N.F.,n.f.,,,The sound of a bird's flight,,The sound of a bird's flight,,,mainDictionary_repaired.csv,43,original,
1306,Faraňgí,Farangi,,NOUN,n.m.,,,A European,,A European,,,mainDictionary_repaired.csv,43,original,
1307,Faráwṇu,Farawnu,,V.T.,v.t. re.,,,To cause to slit,,To cause to slit,,"f. -í, pl. -é",mainDictionary_repaired.csv,43,original,
1308,Fard,Fard,,N.F.,n.f.,,H. fard,A list,,A list,,,mainDictionary_repaired.csv,43,original,
1309,Faṛd,Fard,,N.F.,n.f.,,,"Crookedness; -á, adj. Crooked",,"Crookedness; -á, adj. Crooked",,,mainDictionary_repaired.csv,43,original,
1310,Fardú,Fardu,,NOUN,n.m.,,,A hare,,A hare,,,mainDictionary_repaired.csv,43,original,
1311,Faṛí,Fari,,N.F.,n.f.,,,The lungs,,The lungs,,,mainDictionary_repaired.csv,43,original,
1312,Fark,Fark,,NOUN,n.m.,,P. farq,Difference,,Difference,,"-paṛṇu, v.s. re. To find a difference; -deoṇu, v.i. re. To differ; -hoṇu, v.i. re. To be different; -lágnu, v.i. re. To seem different",mainDictionary_repaired.csv,43,original,
1313,Farká,Farka,,NOUN,n.m.,,,The lap,,The lap,,"-páṇá, v.t. re. To receive in one's lap. (Also farkú)",mainDictionary_repaired.csv,43,original,
1314,Farkáwṇu,Farkawnu,,V.T.,v.t. re.,,,"To cast, to throw",,"To cast, to throw",,"f. -í, pl. -é",mainDictionary_repaired.csv,43,original,
1315,Farkṇu,Farknu,,V.A.,v.a. re.,,,To throb,,To throb,,"f. -í, pl. -é",mainDictionary_repaired.csv,43,original,
1316,Farkuwé,Farkuwe,,ADV.,adv.,,,In the lap,,In the lap,,,mainDictionary_repaired.csv,43,original,
1317,Farnáí,Farnai,,N.F.,n.f.,,,A large saw,,A large saw,,,mainDictionary_repaired.csv,43,original,
1318,Fáṛṇu,Farnu,,V.T.,v.t. re.,,H. pháṛná,"To tear, to slit, to break",,"To tear, to slit, to break",,,mainDictionary_repaired.csv,43,original,
1319,Farráṭá,Farrata,,NOUN,n.m.,,,A sound of flying,,A sound of flying,,,mainDictionary_repaired.csv,43,original,
1320,Farrú,Farru,,NOUN,n.m.,,,A hare,,A hare,,,mainDictionary_repaired.csv,43,original,
1321,Fárshí,Farshi,,N.F.,n.f.,,P. fārsī,(1) The Persian language; (2) An artificial speech,,(1) The Persian language; (2) An artificial speech,,,mainDictionary_repaired.csv,43,original,
1322,Faṛuwá,Faruwa,,NOUN,n.m.,,,"A mattock, a hoe",,"A mattock, a hoe",,,mainDictionary_repaired.csv,43,original,
1323,Fasháwṇu,Fashawnu,,V.T.,v.t. re.,,,(1) To cause to entangle; (2) To put to trouble,,(1) To cause to entangle; (2) To put to trouble,,"f. -í, pl. -é",mainDictionary_repaired.csv,43,original,
1324,Fashṇu,Fashnu,,V.I.,v.i. re.,,,"To entangle, to ensnare, to entrap",,"To entangle, to ensnare, to entrap",,"f. -í, pl. -é",mainDictionary_repaired.csv,43,original,
1325,Faṭ,Fat,,NOUN,n.m.,,,The act of cutting off with a sword,,The act of cutting off with a sword,,,mainDictionary_repaired.csv,43,original,
1326,Fá't,Fa't,,NOUN,n.m.,,,The width of a river,,The width of a river,,,mainDictionary_repaired.csv,43,original,
1327,Faṭáwṇu,Fatawnu,,V.T.,v.t. re.,,,To cause to break,,To cause to break,,"f. -í, pl. -é",mainDictionary_repaired.csv,43,original,
1328,Faṭ-báí,Fat-bai,,NOUN,n.m.,,,One who slays a goat or sheep,,One who slays a goat or sheep,,,mainDictionary_repaired.csv,43,original,
1329,Fatebád,Fatebad,,N.F.,n.f.,,,Prosperity,,Prosperity,,,mainDictionary_repaired.csv,43,original,
1330,Fáṭhṇu,Fathnu,,V.T.,v.t. re.,,,"To seize, to put to trouble",,"To seize, to put to trouble",,"f. -í, pl. -é",mainDictionary_repaired.csv,43,original,
1331,Fáṭí or pháṭí,Fati or phati,,N.F.,n.f.,,,"(1) A term used for a group of from 15 to 20 hamlets (used in Kullu); (2) -huňdí, adj. Broken",,"(1) A term used for a group of from 15 to 20 hamlets (used in Kullu); (2) -huňdí, adj. Broken",,,mainDictionary_repaired.csv,43,original,
1332,Fáṭṇu,Fatnu,,V.T.,v.t. re.,,,To break,,To break,,"f. -í, pl. -é",mainDictionary_repaired.csv,43,original,
1333,Fáṭú,Fatu,,NOUN,n.m.,,,A small bundle of wool or cotton,,A small bundle of wool or cotton,,,mainDictionary_repaired.csv,44,original,
1334,Faṭú or -á,Fatu or -a,,ADJ.,adj.,,,"Broken, torn",,"Broken, torn",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,44,original,
1335,Faṭrálá,Fatrala,,NOUN,n.m.,,,A loud sound,,A loud sound,,,mainDictionary_repaired.csv,44,original,
1336,Fáwṛá,Fawra,,NOUN,n.m.,,,See Faṛuwá,,See Faṛuwá,,,mainDictionary_repaired.csv,44,original,
1337,Fefṛá,Fefra,,NOUN,n.m.,,H. phephṛā,The lungs,,The lungs,,,mainDictionary_repaired.csv,44,original,
1338,Fegú,Fegu,,NOUN,n.m.,,,A fig-tree,,A fig-tree,,Also phegú,mainDictionary_repaired.csv,44,original,
1339,Fegṛá,Fegra,,NOUN,n.m.,,,A fig-fruit,,A fig-fruit,,Also phegṛá,mainDictionary_repaired.csv,44,original,
1340,Fér,Fer,,NOUN,n.m.,,,A distance,,A distance,,,mainDictionary_repaired.csv,44,original,
1341,Ferá,Fera,,NOUN,n.m.,,,Rounding,,Rounding,,,mainDictionary_repaired.csv,44,original,
1342,Feṛá,Fera,,NOUN,n.m.,,,"A bad turn, a swindle",,"A bad turn, a swindle",,,mainDictionary_repaired.csv,44,original,
1343,Feráwṇu,Ferawnu,,V.T.,v.t. ir.,,,To cause or allow to walk,,To cause or allow to walk,,,mainDictionary_repaired.csv,44,original,
1344,Ferṇu,Fernu,,V.T.,v.t. re.,,,(1) To return; (2) To send for a walk,,(1) To return; (2) To send for a walk,,"f. -í, pl. -é",mainDictionary_repaired.csv,44,original,
1345,Feṭú or -á,Fetu or -a,,ADJ.,adj.,,,"Flat,-parṇu, v.i. re. To be flat; -páṇu, v.t. re. To make flat,m.; f. -í, pl. -é",,"Flat,-parṇu, v.i. re. To be flat; -páṇu, v.t. re. To make flat,m.; f. -í, pl. -é",,,mainDictionary_repaired.csv,44,original,
1346,Féú,Feu,,NOUN,n.m.,,,Burning charcoal,,Burning charcoal,,Also féwṭú,mainDictionary_repaired.csv,44,original,
1347,Féwaṭá,Fewata,,NOUN,n.m.,,,A kind of jackal,,A kind of jackal,,,mainDictionary_repaired.csv,44,original,
1348,Féwṭú,Fewtu,,NOUN,n.m.,,,A burning charcoal,,A burning charcoal,,Agírá féwṭú deṇá jí 'Please give me a burning charcoal',mainDictionary_repaired.csv,44,original,
1349,Fikar,Fikar,,N.F.,n.f.,,H. fikr,"Care, anxiety",,"Care, anxiety",,"-paṛṇí, v.i. re. To be anxious; -lágní, v.a. re. To feel anxiety; -rákhṇí or -karṇí, v.i. re. To be careful",mainDictionary_repaired.csv,44,original,
1350,Fil,Fil,,NOUN,n.m.,,,"(1) A snail; (2) -á, n.m. A kind of plant",,"(1) A snail; (2) -á, n.m. A kind of plant",,,mainDictionary_repaired.csv,44,original,
1351,Filá,Fila,,NOUN,n.m.,,,A snail,,A snail,,pl. -é,mainDictionary_repaired.csv,44,original,
1352,Fimfrí,Fimfri,,N.F.,n.f.,,,A butterfly,,A butterfly,,,mainDictionary_repaired.csv,44,original,
1353,Fīm,Fim,,N.F.,n.f.,,S. ahifena,Opium,,Opium,,,mainDictionary_repaired.csv,44,original,
1354,Fīmí,Fimi,,ADJ.,adj.,,,One who takes opium,,One who takes opium,,m. and f. sing. and plural,mainDictionary_repaired.csv,44,original,
1355,Fimshú,Fimshu,,NOUN,n.m.,,,A small ulcer,,A small ulcer,,,mainDictionary_repaired.csv,44,original,
1356,Fiňcháwṇu,Finchawnu,,V.T.,v.t. re.,,,To cause to rub or press,,To cause to rub or press,,,mainDictionary_repaired.csv,44,original,
1357,Fiňchṇu,Finchnu,,V.T.,v.t. re.,,,"To rub, to press",,"To rub, to press",,"f. -í, pl. -é",mainDictionary_repaired.csv,44,original,
1358,Fiňchwáṇu,Finchwanu,,V.I.,v.i. re.,,,To be pinched,,To be pinched,,"f. -í, pl. -é",mainDictionary_repaired.csv,44,original,
1359,Fiňglá or -u,Fingla or -u,,ADJ.,adj.,,,One who walks crookedly,,One who walks crookedly,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,44,original,
1360,Fiṇí,Fini,,N.F.,n.f.,,,The heel,,The heel,,,mainDictionary_repaired.csv,44,original,
1361,Firaňg,Firang,,N.F.,n.f.,,,"Venereal disease, a chancre",,"Venereal disease, a chancre",,"-áwṇí or -lágní, v.a. re. To suffer from chancre",mainDictionary_repaired.csv,44,original,
1362,Firáwṇu,Firawnu,,V.T.,v.t. re.,,,(1) To turn up; (2) To cause to return,,(1) To turn up; (2) To cause to return,,,mainDictionary_repaired.csv,44,original,
1363,Firí,Firi,,CONJ.,conj.,,,Again; adv. Afterwards,,Again; adv. Afterwards,,Also firé,mainDictionary_repaired.csv,44,original,
1364,Firkaṇ,Firkan,,NOUN,n.m.,,,Turning round; f. -í,,Turning round; f. -í,,,mainDictionary_repaired.csv,44,original,
1365,Firkṇu,Firknu,,V.I.,v.i. re.,,,To come back,,To come back,,,mainDictionary_repaired.csv,44,original,
1366,Firṇu,Firnu,,V.T.,v.t. and i. re.,,,(1) To return; (2) To whirl; (3) To wander,,(1) To return; (2) To whirl; (3) To wander,,"f. -í, pl. -é",mainDictionary_repaired.csv,44,original,
1367,Firwáň,Firwan,,ADJ.,adj.,,,Returnable,,Returnable,,"m.; -íň, f.; -éň, pl.",mainDictionary_repaired.csv,44,original,
1368,Fisálṇu,Fisalnu,,V.I.,v.i. re.,,,To slip,,To slip,,,mainDictionary_repaired.csv,44,original,
1369,Fishkṇu,Fishknu,,V.I.,v.i. re.,,,See Fisálṇu,,See Fisálṇu,,,mainDictionary_repaired.csv,44,original,
1370,Fiṭṭemú,Fittemu,,PHRASE,phrase,,,A curse for a wicked deed,,A curse for a wicked deed,,,mainDictionary_repaired.csv,44,original,
1371,Fiṭṭesúḷ,Fittesul,,PHRASE,phrase,,,A curse for the wicked manner of doing something,,A curse for the wicked manner of doing something,,,mainDictionary_repaired.csv,44,original,
1372,Fofá or -u,Fofa or -u,,ADJ.,adj.,,,Having no strength,,Having no strength,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,44,original,
1373,Foká or -u,Foka or -u,,ADJ.,adj.,,,Empty,,Empty,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,44,original,
1374,Foṛá or -u,Fora or -u,,NOUN,n.m.,,H. phoṛā,"An ulcer, a blister",,"An ulcer, a blister",,"f. -í, pl. -é",mainDictionary_repaired.csv,44,original,
1375,Foṛáwṇu,Forawnu,,V.T.,v.t. re.,,,To cause to break,,To cause to break,,"f. -í, pl. -é",mainDictionary_repaired.csv,45,original,
1376,Foṛṇu,Fornu,,V.T.,v.t. re.,,H. phoṛná,To break,,To break,,"f. -í, pl. -é",mainDictionary_repaired.csv,45,original,
1377,Fú'ṭ,Fu't,,N.F.,n.f.,,,(1) A kind of melon; (2) Dissension,,(1) A kind of melon; (2) Dissension,,"-páṇí, v.t. re. To sow dissension",mainDictionary_repaired.csv,45,original,
1378,Fauj,Fauj,,N.F.,n.f.,,P. fauj,An army,,An army,,,mainDictionary_repaired.csv,45,original,
1379,Frejó,Frejo,,ADV.,adv.,,,The day before yesterday,,The day before yesterday,,,mainDictionary_repaired.csv,45,original,
1380,Frisht,Frisht,,N.F.,n.f.,,P. fursat,Leisure,,Leisure,,,mainDictionary_repaired.csv,45,original,
1381,Fúňkáwṇu,Funkawnu,,V.T.,v.t. re.,,,To cause to burn or to create,,To cause to burn or to create,,"f. -í, pl. -é",mainDictionary_repaired.csv,45,original,
1382,Fúňkáwlá,Funkawla,,NOUN,n.m.,,,"A blow-pipe, a bamboo tube used to blow up fire",,"A blow-pipe, a bamboo tube used to blow up fire",,,mainDictionary_repaired.csv,45,original,
1383,Fúňkṇu,Funknu,,V.T.,v.t. re.,,,"To burn, to cremate",,"To burn, to cremate",,"f. -í, pl. -é",mainDictionary_repaired.csv,45,original,
1384,Fúňkṛí,Funkri,,N.F.,n.f.,,,Blowing up the fire,,Blowing up the fire,,"-deṇí or -láṇí, v.s. re. To blow up the fire",mainDictionary_repaired.csv,45,original,
1385,Fúl,Ful,,NOUN,n.m.,,H. phūl,(1) A flower; (2) Bones taken to the Ganges (Syn. Astú),,(1) A flower; (2) Bones taken to the Ganges (Syn. Astú),,,mainDictionary_repaired.csv,45,original,
1386,Fúlá,Fula,,NOUN,n.m.,,,"A cataract, an eye disease",,"A cataract, an eye disease",,,mainDictionary_repaired.csv,45,original,
1387,Fuláwṇu,Fulawnu,,V.T.,v.t. re.,,,To cause to bloom,,To cause to bloom,,"f. -í, pl. -é",mainDictionary_repaired.csv,45,original,
1388,Fúlí,Fuli,,N.F.,n.f.,,,See Fúlá,,See Fúlá,,,mainDictionary_repaired.csv,45,original,
1389,Ful-karṇu,Ful-karnu,,V.I.,v.i. re.,,,To allow to bloom,,To allow to bloom,,"f. -í, pl. -é",mainDictionary_repaired.csv,45,original,
1390,Fulṇu,Fulnu,,V.E.,v.e. re.,,,(1) To bloom; (2) To be aged,,(1) To bloom; (2) To be aged,,"f. -í, pl. -é",mainDictionary_repaired.csv,45,original,
1391,Fulṛú,Fulru,,NOUN,n.m.,,,(1) A floweret; (2) The flower of a turnip,,(1) A floweret; (2) The flower of a turnip,,,mainDictionary_repaired.csv,45,original,
1392,Fuňshí,Funshi,,N.F.,n.f.,,,"An ulcer, a blister",,"An ulcer, a blister",,,mainDictionary_repaired.csv,45,original,
1393,Fuňdú,Fundu,,NOUN,n.m.,,,The tail of a turban,,The tail of a turban,,,mainDictionary_repaired.csv,45,original,
1394,Fúňwá,Funwa,,NOUN,n.m.,,,See Dhúňwá,,See Dhúňwá,,,mainDictionary_repaired.csv,45,original,
1395,Fúňí,Funi,,N.F.,n.f.,,,See Dhúňí,,See Dhúňí,,,mainDictionary_repaired.csv,45,original,
1396,Fúṭ,Fut,,N.F.,n.f.,,,"Disunion, dissension",,"Disunion, dissension",,,mainDictionary_repaired.csv,45,original,
1397,Fuṭáwṇu,Futawnu,,V.T.,v.t. re.,,,To cause to differ in opinion,,To cause to differ in opinion,,,mainDictionary_repaired.csv,45,original,
1398,Fuṭṇu,Futnu,,V.T.,v.t. re.,,,(1) To break; (2) To burst,,(1) To break; (2) To burst,,"f. -í, pl. -é",mainDictionary_repaired.csv,45,original,
1399,Gáḍ,Gad,,NOUN,n.m.,,,(1) A kind of big lizard; (2) Sowing of vegetables,,(1) A kind of big lizard; (2) Sowing of vegetables,,"-láṇe, v.re. To sow vegetables",mainDictionary_repaired.csv,45,original,
1400,Gábh,Gabh,,NOUN,n.m.,,,Pregnancy,,Pregnancy,,,mainDictionary_repaired.csv,45,original,
1401,Gábhrú or -u,Gabhru or -u,,NOUN,n.m.,,,A young man,,A young man,,pl. -o,mainDictionary_repaired.csv,45,original,
1402,Gáḍar,Gadar,,NOUN,n.m.,,,A lamb,,A lamb,,,mainDictionary_repaired.csv,45,original,
1403,Gachhyáwṇu,Gachhyawnu,,V.A.I.,v.a.i. re.,,,To string,,To string,,,mainDictionary_repaired.csv,45,original,
1404,Gachhí,Gachhi,,N.F.,n.f.,,,The waist,,The waist,,"-bánní, v.t. re. To tie up the waist, to gird up one's loins",mainDictionary_repaired.csv,45,original,
1405,Gachhiyé,Gachhiye,,PHRASE,phrase,,,"With a girdle, girt",,"With a girdle, girt",,,mainDictionary_repaired.csv,45,original,
1406,Gachhrórṇu,Gachhrornu,,V.T.,v.t. re.,,,To agitate,,To agitate,,"f. -í, pl. -é",mainDictionary_repaired.csv,45,original,
1407,Gáḍá,Gada,,ADJ.,adj.,,,Deep,,Deep,,"m.; f. -í, pl. -é. Gáḍé-kháṇu, v.t. re. To trouble much; f. -í, pl. -é",mainDictionary_repaired.csv,45,original,
1408,Gaḍar,Gadar,,NOUN,n.m.,,,A kind of marriage observed by low-caste people,,A kind of marriage observed by low-caste people,,,mainDictionary_repaired.csv,45,original,
1409,Gaḍáwṇu,Gadawnu,,V.T.,v.t. re.,,,To cause to fight,,To cause to fight,,"f. -í, pl. -é",mainDictionary_repaired.csv,45,original,
1410,Gaḍḍí,Gaddi,,N.F.,n.f.,,,A load of hay or leaves for cattle,,A load of hay or leaves for cattle,,,mainDictionary_repaired.csv,45,original,
1411,Gadhá,Gadha,,NOUN,n.m.,,H. gadhā,"An ass, a donkey",,"An ass, a donkey",,,mainDictionary_repaired.csv,45,original,
1412,Gadháiṇu,Gadhainu,,V.T.,v.t. re.,,,To melt on a fire,,To melt on a fire,,"f. -í, pl. -é",mainDictionary_repaired.csv,45,original,
1413,Gádí,Gadi,,N.F.,n.f.,,,A load of grass,,A load of grass,,"also Gáḍká, f. -í, pl. -é",mainDictionary_repaired.csv,46,original,
1414,Gádí,Gadi,,N.F.,n.f.,,H. gaddī,(1) Throne; (2) A shepherd,,(1) Throne; (2) A shepherd,,"-deṇí, v.t. ir. To instal",mainDictionary_repaired.csv,46,original,
1415,Gadi-jáṇu,Gadi-janu,,V.A.,v.a. ir.,,,To be fought,,To be fought,,"f. -í, pl. -é",mainDictionary_repaired.csv,46,original,
1416,Gadṇu,Gadnu,,V.T.,v.t. re.,,,To throw in,,To throw in,,,mainDictionary_repaired.csv,46,original,
1417,Gaḍṇu,Gadnu,,V.T.,v.t. re.,,,(1) To quarrel; (2) to fight,,(1) To quarrel; (2) to fight,,"f. -í, pl. -é",mainDictionary_repaired.csv,46,original,
1418,Gáde-ṭhagṇu,Gade-thagnu,,V.T.,v.t. re.,,,To cheat unmercifully,,To cheat unmercifully,,"-jháňgṇu, v.t. re. To kill",mainDictionary_repaired.csv,46,original,
1419,Gádrí,Gadri,,N.F.,n.f. pl.,,,A kind of worm that lives in multitudes in a damp place,,A kind of worm that lives in multitudes in a damp place,,,mainDictionary_repaired.csv,46,original,
1420,Gafal,Gafal,,ADJ.,adj.,,H. gāfil,See Báklá,,See Báklá,,"-í, n.f. A bribe",mainDictionary_repaired.csv,46,original,
1421,Gágar or gágrí,Gagar or gagri,,N.F.,n.f.,,H. gāgar,A metal water-vessel,,A metal water-vessel,,,mainDictionary_repaired.csv,46,original,
