id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
483,Chabútrá-wazír or Shrí-wazír,Chabutra-wazir or Shri-wazir,,NOUN,n.m.,,,"The prime-minister, chief minister",,"The prime-minister, chief minister",,The former form was used in Kullú and the latter in Bashahr,mainDictionary_repaired.csv,20,original,,t͡ʃabútrá-wazír or Shrí-wazír,च/छअbútrá-wअzír ओr Shrí-wअzír,low,unmapped_chars_sample='bútrá-' count=22,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'b', 'pos': 3}, {'matched': None, 'char': 'ú', 'pos': 4}, {'matched': None, 'char': 't', 'pos': 5}, {'matched': None, 'char': 'r', 'pos': 6}]"
484,Chachá,Chacha,,NOUN,n.m.,,,Uncle,,Uncle,,"f. -í, Aunt; pl. -é",mainDictionary_repaired.csv,20,original,,t͡ʃat͡ʃá,च/छअच/छá,low,unmapped_chars_sample='á' count=1,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 3, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 5}]"
485,Chachéṇu,Chachenu,,V.I.,v.i. re.,,,To cry or scream,,To cry or scream,,"f. -í, pl. -é",mainDictionary_repaired.csv,20,original,,t͡ʃat͡ʃeːṇu,च/छअच/छए (lengthened)ṇu,low,unmapped_chars_sample='ṇu' count=2,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 3, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 5, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'ṇ', 'pos': 6}, {'matched': None, 'char': 'u', 'pos': 7}]"
486,Chádar,Chadar,,NOUN,n.m.,,,A sheet of cloth,,A sheet of cloth,,,mainDictionary_repaired.csv,20,original,,t͡ʃádar,च/छádअr,low,unmapped_chars_sample='ádr' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'd', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 5}]"
487,Chádr,Chadr,,N.F.,n.f.,,H. chaddar,A scarf,,A scarf,,,mainDictionary_repaired.csv,21,original,,t͡ʃádr,च/छádr,low,unmapped_chars_sample='ádr' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'd', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}]"
488,Cháer,Chaer,,N.F.,n.f.,,,See Chár,,See Chár,,,mainDictionary_repaired.csv,21,original,,t͡ʃáer,च/छáएr,low,unmapped_chars_sample='ár' count=2,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 3, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'r', 'pos': 4}]"
489,Cháetu or cháethu or -á,Chaetu or chaethu or -a,,ADJ.,adj.,,,"(1) Thin, straight; (2) Easy",,"(1) Thin, straight; (2) Easy",,,mainDictionary_repaired.csv,21,original,,t͡ʃáetu or t͡ʃáet̪ʰu or -á,च/छáएtu ओr च/छáएथu ओr -á,low,unmapped_chars_sample='átu r ' count=13,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 3, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 't', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}, {'matched': None, 'char': ' ', 'pos': 6}]"
490,Chaftá or -u,Chafta or -u,,ADJ.,adj.,,,"Thin, straight",,"Thin, straight",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,21,original,,t͡ʃaftá or -u,च/छअftá ओr -u,low,unmapped_chars_sample='ftá r ' count=8,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'f', 'pos': 3}, {'matched': None, 'char': 't', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}, {'matched': None, 'char': ' ', 'pos': 6}]"
491,Chagarṇu,Chagarnu,,V.T.,v.t. re.,,,See Chagrṇu,,See Chagrṇu,,,mainDictionary_repaired.csv,21,original,,t͡ʃagarṇu,च/छअgअrṇu,low,unmapped_chars_sample='grṇu' count=4,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 5}, {'matched': None, 'char': 'ṇ', 'pos': 6}]"
492,Chagrṇu or chagarṇu,Chagrnu or chagarnu,,V.T.,v.t. re.,,,"To know, to come to feel",,"To know, to come to feel",,"f. -í, pl. -é",mainDictionary_repaired.csv,21,original,,t͡ʃagrṇu or t͡ʃagarṇu,च/छअgrṇu ओr च/छअgअrṇu,low,unmapped_chars_sample='grṇu r' count=11,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}, {'matched': None, 'char': 'u', 'pos': 6}]"
493,Cháh,Chah,,N.F.,n.f.,,,(1) Desire; (2) Tea,,(1) Desire; (2) Tea,,"-ṇu, v.t. re. To wish",mainDictionary_repaired.csv,21,original,,t͡ʃáh,च/छáh,low,unmapped_chars_sample='áh' count=2,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}]"
494,Chain,Chain,,N.F.,n.f.,,P. chain,"Peace, tranquillity",,"Peace, tranquillity",,"-parṇí, v.s. re. To be peaceful",mainDictionary_repaired.csv,21,original,,t͡ʃain,च/छअin,low,unmapped_chars_sample='in' count=2,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 3}, {'matched': None, 'char': 'n', 'pos': 4}]"
495,Chair,Chair,,NOUN,n.m.,,,The true or Golden Pheasant,,The true or Golden Pheasant,,,mainDictionary_repaired.csv,21,original,,t͡ʃair,च/छअir,low,unmapped_chars_sample='ir' count=2,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}]"
496,Chajará or -u,Chajara or -u,,ADJ.,adj.,,,"Good, fine",,"Good, fine",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,21,original,,t͡ʃajará or -u,च/छअjअrá ओr -u,low,unmapped_chars_sample='jrá r ' count=8,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 5}, {'matched': None, 'char': 'á', 'pos': 6}]"
497,Chák,Chak,,NOUN,n.m.,,,(1) An ornament; (2) A potter's wheel,,(1) An ornament; (2) A potter's wheel,,,mainDictionary_repaired.csv,21,original,,t͡ʃák,च/छák,low,unmapped_chars_sample='ák' count=2,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}]"
498,Cháká,Chaka,,NOUN,n.m.,,,Service in cantonments,,Service in cantonments,,"Obs., Kullú",mainDictionary_repaired.csv,21,original,,t͡ʃáká,च/छáká,low,unmapped_chars_sample='áká' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
499,Chákar,Chakar,,NOUN,n.m.,,H. chákar,A servant,,A servant,,"f. -í, Service",mainDictionary_repaired.csv,21,original,,t͡ʃákar,च/छákअr,low,unmapped_chars_sample='ákr' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 5}]"
500,Chakchuňjrí,Chakchunjri,,N.F.,n.f.,,,A squirrel,,A squirrel,,,mainDictionary_repaired.csv,21,original,,t͡ʃakt͡ʃuňjrí,च/छअkच/छuňjrí,low,unmapped_chars_sample='kuňjrí' count=6,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 4, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'u', 'pos': 6}, {'matched': None, 'char': 'ň', 'pos': 7}]"
501,Cháké,Chake,,NOUN,n.m. pl.,,,Roofing slates,,Roofing slates,,"-á, sing.",mainDictionary_repaired.csv,21,original,,t͡ʃákeː,च/छákए (lengthened),low,unmapped_chars_sample='ák' count=2,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 4, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}]"
502,Cháke-beṭhṇu,Chake-bethnu,,V.T.,v.t. re.,,,To realize a fine by sitting at one's door,,To realize a fine by sitting at one's door,,,mainDictionary_repaired.csv,21,original,,t͡ʃáke-beṭhṇu,च/छákए-bएṭhṇu,low,unmapped_chars_sample='ák-bṭh' count=8,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 4, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': '-', 'pos': 5}, {'matched': None, 'char': 'b', 'pos': 6}]"
503,Chakhauṇí,Chakhauni,,N.F.,n.f.,,,A taste,,A taste,,,mainDictionary_repaired.csv,21,original,,t͡ʃakhauṇí,च/छअkhअuṇí,low,unmapped_chars_sample='khuṇí' count=5,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 5, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'u', 'pos': 6}]"
504,Chákhṇu,Chakhnu,,V.T.,v.t. re.,,H. chakhná,To taste,,To taste,,,mainDictionary_repaired.csv,21,original,,t͡ʃákhṇu,च/छákhṇu,low,unmapped_chars_sample='ákhṇu' count=5,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}, {'matched': None, 'char': 'u', 'pos': 6}]"
505,Chákí,Chaki,,N.F.,n.f.,,H. chakkí,A handmill,,A handmill,,,mainDictionary_repaired.csv,21,original,,t͡ʃákí,च/छákí,low,unmapped_chars_sample='ákí' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'í', 'pos': 4}]"
506,Chakká,Chakka,,NOUN,n.m.,,,See Bast,,See Bast,,,mainDictionary_repaired.csv,21,original,,t͡ʃakká,च/छअkká,low,unmapped_chars_sample='kká' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
507,Chakkar,Chakkar,,NOUN,n.m.,,H. chakkar,"Circle, round",,"Circle, round",,"-láṇu, or -deṇu, v.a. re. To turn round",mainDictionary_repaired.csv,21,original,,t͡ʃakkar,च/छअkkअr,low,unmapped_chars_sample='kkr' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 5, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 6}]"
508,Cháklá or -u,Chakla or -u,,NOUN,n.m.,,,A round stone,,A round stone,,"f. -í, pl. -é",mainDictionary_repaired.csv,21,original,,t͡ʃáklá or -u,च/छáklá ओr -u,low,unmapped_chars_sample='áklá r' count=9,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'l', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}, {'matched': None, 'char': ' ', 'pos': 6}]"
509,Chakleot,Chakleot,,N.F.,n.f.,,,The blackbird (chakiyoṭ),,The blackbird (chakiyoṭ),,,mainDictionary_repaired.csv,21,original,,t͡ʃakleot,च/छअklएओt,low,unmapped_chars_sample='klt' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'l', 'pos': 4}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 5, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 6, 'len': 1, 'note': 'Mid-back rounded vowel'}]"
510,Chakṇu,Chaknu,,V.T.,v.t. re.,,,"To carry, to lift up",,"To carry, to lift up",,"f. -í, pl. -é",mainDictionary_repaired.csv,21,original,,t͡ʃakṇu,च/छअkṇu,low,unmapped_chars_sample='kṇu' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
511,Chakó'r,Chako'r,,NOUN,n.m.,,,See Chákru,,See Chákru,,,mainDictionary_repaired.csv,21,original,,t͡ʃakoː'r,च/छअkओ (lengthened)'r,low,unmapped_chars_sample='k'r' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': 'ó', 'ipa': 'oː', 'deva': 'ओ (lengthened)', 'pos': 4, 'len': 1, 'note': ""Possibly lengthened 'o' or different quality""}, {'matched': None, 'char': ""'"", 'pos': 5}, {'matched': None, 'char': 'r', 'pos': 6}]"
512,Chákri,Chakri,,N.F.,n.f.,,,Service,,Service,,"-karṇí, v.t. ir. To serve",mainDictionary_repaired.csv,21,original,,t͡ʃákri,च/छákri,low,unmapped_chars_sample='ákri' count=4,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': None, 'char': 'i', 'pos': 5}]"
513,Chákru,Chakru,,NOUN,n.m.,,,The chikor,,The chikor,,also chakóí,mainDictionary_repaired.csv,21,original,,t͡ʃákru,च/छákru,low,unmapped_chars_sample='ákru' count=4,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
514,Chákú,Chaku,,NOUN,n.m.,,H. chakkú,A knife,,A knife,,,mainDictionary_repaired.csv,21,original,,t͡ʃákú,च/छákú,low,unmapped_chars_sample='ákú' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'ú', 'pos': 4}]"
515,Chá'l,Cha'l,,N.F.,n.f.,,H. chál,(1) Gait; (2) A custom,,(1) Gait; (2) A custom,,,mainDictionary_repaired.csv,21,original,,t͡ʃá'l,च/छá'l,low,unmapped_chars_sample='á'l' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': ""'"", 'pos': 3}, {'matched': None, 'char': 'l', 'pos': 4}]"
516,Chálá,Chala,,NOUN,n.m.,,,Shaking,,Shaking,,"-hoṇá, v.s. ir. To be shaken",mainDictionary_repaired.csv,21,original,,t͡ʃálá,च/छálá,low,unmapped_chars_sample='álá' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
517,Chaláná-deṇá,Chalana-dena,,V.I.,v.i. ir.,,,"To go on, to proceed",,"To go on, to proceed",,,mainDictionary_repaired.csv,21,original,,t͡ʃaláná-deṇá,च/छअláná-dएṇá,low,unmapped_chars_sample='láná-d' count=8,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'n', 'pos': 5}, {'matched': None, 'char': 'á', 'pos': 6}]"
518,Chalbér,Chalber,,NOUN,n.m.,,,Breakfast time,,Breakfast time,,Also chalihir,mainDictionary_repaired.csv,21,original,,t͡ʃalbeːr,च/छअlbए (lengthened)r,low,unmapped_chars_sample='lbr' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'b', 'pos': 4}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 5, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'r', 'pos': 6}]"
519,Chali-jáṇu,Chali-janu,,V.I.,v.i. re.,,,To go on,,To go on,,"-jáṇ-ṇu, v.i. re. To walk",mainDictionary_repaired.csv,21,original,,t͡ʃali-jáṇu,च/छअli-jáṇu,low,unmapped_chars_sample='li-jáṇ' count=7,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'i', 'pos': 4}, {'matched': None, 'char': '-', 'pos': 5}, {'matched': None, 'char': 'j', 'pos': 6}]"
520,Chálú,Chalu,,NOUN,n.m.,,,See Palgárí (Bashahr),,See Palgárí (Bashahr),,,mainDictionary_repaired.csv,21,original,,t͡ʃálú,च/छálú,low,unmapped_chars_sample='álú' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'ú', 'pos': 4}]"
521,Chalṇu,Chalnu,,V.V.,v.v. re.,,H. chalná,"To walk, to go on, to proceed",,"To walk, to go on, to proceed",,"f. -í, pl. -é",mainDictionary_repaired.csv,21,original,,t͡ʃalṇu,च/छअlṇu,low,unmapped_chars_sample='lṇu' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
522,Chamár,Chamar,,NOUN,n.m.,,S. Charmakāra; H. chamár,A shoemaker,,A shoemaker,,,mainDictionary_repaired.csv,21,original,,t͡ʃamár,च/छअmár,low,unmapped_chars_sample='már' count=3,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'r', 'pos': 5}]"
523,Chamáshá,Chamasha,,NOUN,n.m.,,S. Chāturmāsya,"The monsoon, the rainy season, wet weather",,"The monsoon, the rainy season, wet weather",,,mainDictionary_repaired.csv,21,original,,t͡ʃamáshá,च/छअmáshá,low,unmapped_chars_sample='máshá' count=5,"[{'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 0, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 's', 'pos': 5}, {'matched': None, 'char': 'h', 'pos': 6}]"
