id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
3568,"Sāer, sāer sānjī","Saer, saer sanji",,N.F.,n.f.,,,The first day of the month of Asoj.,,The first day of the month of Asoj.,,,mainDictionary_repaired.csv,113,original,,"Saːer, saːer saːnjī","Sआएr, sआएr sआnjī",low,"unmapped_chars_sample='Sr, sr' count=11","[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 2, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': None, 'char': ',', 'pos': 4}, {'matched': None, 'char': ' ', 'pos': 5}]"
3569,Saitālis,Saitalis,,ADJ.,adj.,,,47.,,47.,,"-wāň, m. -wīň, f. -weň, pl. Forty-seventh.",mainDictionary_repaired.csv,113,original,,Saitaːlis,Sअiताlis,low,unmapped_chars_sample='Silis' count=5,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': 'tā', 'ipa': 'taː', 'deva': 'ता', 'pos': 3, 'len': 2, 'note': 't + long a'}, {'matched': None, 'char': 'l', 'pos': 5}, {'matched': None, 'char': 'i', 'pos': 6}]"
3570,Sajāltṇu,Sajaltnu,,V.T.,v.t. re.,,,To make fit.,,To make fit.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,113,original,,Sajaːltṇu,Sअjआltṇu,low,unmapped_chars_sample='Sjltṇu' count=6,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 4}, {'matched': None, 'char': 't', 'pos': 5}]"
3571,Sājaṇ,Sajan,,NOUN,n.m.,,(S. Sajjana),A term for a husband.,,A term for a husband.,,(Also sājaṇ).,mainDictionary_repaired.csv,113,original,,Saːjaṇ,Sआjअṇ,low,unmapped_chars_sample='Sjṇ' count=3,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 4}]"
3572,Sājaṇī,Sajani,,N.F.,n.f.,,,The actual passage of the sun from one sign of the zodiac into another.,,The actual passage of the sun from one sign of the zodiac into another.,,,mainDictionary_repaired.csv,113,original,,Saːjaṇī,Sआjअṇī,low,unmapped_chars_sample='Sjṇī' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'ī', 'pos': 5}]"
3573,Sājṇu,Sajnu,,V.T.,v.t. re.,,,To skin a sacrificed goat or sheep.,,To skin a sacrificed goat or sheep.,,,mainDictionary_repaired.csv,113,original,,Saːjṇu,Sआjṇu,low,unmapped_chars_sample='Sjṇu' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3574,Sājrā,Sajra,,ADJ.,adj. m.,,,Fresh.,,Fresh.,,"f. -ī, pl. -é. Sājrā dūdh, Fresh milk. Sājrā chopar, Fresh butter. Sājrā pāṇī, Fresh water.",mainDictionary_repaired.csv,113,original,,Saːjraː,Sआjrआ,low,unmapped_chars_sample='Sjr' count=3,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3575,Sakārā,Sakara,,NOUN,n.m.,,,Readiness.,,Readiness.,,"-hoṇā, v.i. ir. To be ready.",mainDictionary_repaired.csv,113,original,,Sakaːraː,Sअkआrआ,low,unmapped_chars_sample='Skr' count=3,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
3576,Sākh,Sakh,,NOUN,n.m.,,,Relation.,,Relation.,,(Also shākh).,mainDictionary_repaired.csv,113,original,,Saːkh,Sआkh,low,unmapped_chars_sample='Skh' count=3,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}]"
3577,Sālag-misrī,Salag-misri,,N.F.,n.f.,,,A kind of herb used as a medicine.,,A kind of herb used as a medicine.,,,mainDictionary_repaired.csv,113,original,,Saːlag-misrī,Sआlअg-misrī,low,unmapped_chars_sample='Slg-mi' count=9,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 4}, {'matched': None, 'char': '-', 'pos': 5}]"
3578,Shālā,Shala,,NOUN,n.m.,,,Brother-in-law.,,Brother-in-law.,,,mainDictionary_repaired.csv,117,original,,Shaːlaː,Shआlआ,low,unmapped_chars_sample='Shl' count=3,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3579,"Shālá, -u","Shala, -u",,ADJ.,adj. m.,,,"Cold, chilly.",,"Cold, chilly.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,117,original,,"Shaːlá, -u","Shआlá, -u",low,"unmapped_chars_sample='Shlá, ' count=8","[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': ',', 'pos': 5}]"
3580,Shālāwṇu,Shalawnu,,V.T.,v.t. re.,,,To make cool.,,To make cool.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,117,original,,Shaːlaːwṇu,Shआlआwṇu,low,unmapped_chars_sample='Shlwṇu' count=6,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 5}]"
3581,Shāléwṇu,Shalewnu,,V.I.,v.i. re.,,,See Shāléwṇu.,,See Shāléwṇu.,,,mainDictionary_repaired.csv,117,original,,Shaːleːwṇu,Shआlए (lengthened)wṇu,low,unmapped_chars_sample='Shlwṇu' count=6,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 4, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'w', 'pos': 5}]"
3582,Shālh,Shalh,,N.F.,n.f.,,,Sister-in-law.,,Sister-in-law.,,,mainDictionary_repaired.csv,117,original,,Shaːlh,Shआlh,low,unmapped_chars_sample='Shlh' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}]"
3583,Shalk,Shalk,,N.F.,n.f.,,,A heavy shower (of rain).,,A heavy shower (of rain).,,"Proverb: 'Bádlī páke bhalkó; Pāṇī rī lāgī shalkó' - 'When the clouds are red at morn, Then there will be a heavy shower of rain.'",mainDictionary_repaired.csv,117,original,,Shalk,Shअlk,low,unmapped_chars_sample='Shlk' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}]"
3584,Shalnī,Shalni,,N.F.,n.f. pl.,,,"Pain, aches.",,"Pain, aches.",,"-paṛnī, v.i. re. To feel pain.",mainDictionary_repaired.csv,117,original,,Shalnī,Shअlnī,low,unmapped_chars_sample='Shlnī' count=5,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'n', 'pos': 4}, {'matched': None, 'char': 'ī', 'pos': 5}]"
3585,Shālṇu,Shalnu,,V.I.,v.i. re.,,,To become cold.,,To become cold.,,,mainDictionary_repaired.csv,117,original,,Shaːlṇu,Shआlṇu,low,unmapped_chars_sample='Shlṇu' count=5,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
3586,Shaló,Shalo,,NOUN,n.m.,,,Locusts.,,Locusts.,,,mainDictionary_repaired.csv,117,original,,Shaloː,Shअlओ (lengthened),low,unmapped_chars_sample='Shl' count=3,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': 'ó', 'ipa': 'oː', 'deva': 'ओ (lengthened)', 'pos': 4, 'len': 1, 'note': ""Possibly lengthened 'o' or different quality""}]"
3587,Shalwṇu,Shalwnu,,V.I.,v.i. re.,,,To be cool or cold.,,To be cool or cold.,,,mainDictionary_repaired.csv,117,original,,Shalwṇu,Shअlwṇu,low,unmapped_chars_sample='Shlwṇu' count=6,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3588,"Shamáṇa, samáṇu","Shamana, samanu",,V.I.,v.i. re.,,,To die.,,To die.,,,mainDictionary_repaired.csv,117,original,,"Shamáṇa, samáṇu","Shअmáṇअ, sअmáṇu",low,"unmapped_chars_sample='Shmáṇ,' count=12","[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3589,Shāmá,Shama,,NOUN,n.m.,,,A kind of grass that grows in fields in the autumn.,,A kind of grass that grows in fields in the autumn.,,(Also shāṅī).,mainDictionary_repaired.csv,117,original,,Shaːmá,Shआmá,low,unmapped_chars_sample='Shmá' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
3590,Shaṇáṇ,Shanan,,NOUN,n.m.,,(S. Snāna),"Bathing, a bath.",,"Bathing, a bath.",,,mainDictionary_repaired.csv,117,original,,Shaṇáṇ,Shअṇáṇ,low,unmapped_chars_sample='Shṇáṇ' count=5,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3591,Shanchar,Shanchar,,NOUN,n.m.,,(S. Shanishchara),Saturn or Saturday.,,Saturn or Saturday.,,,mainDictionary_repaired.csv,117,original,,Shant͡ʃar,Shअnच/छअr,low,unmapped_chars_sample='Shnr' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 3}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 4, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 6, 'len': 1, 'note': ""Short 'a' vowel""}]"
3592,Shāṇḍ,Shand,,ADJ.,adj.,,,Barren (of a cow or buffalo).,,Barren (of a cow or buffalo).,,,mainDictionary_repaired.csv,117,original,,Shaːɳɖ,Shआण्ड / चाण्डाल,low,unmapped_chars_sample='Sh' count=2,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'āṇḍ', 'ipa': 'aːɳɖ', 'deva': 'आण्ड / चाण्डाल', 'pos': 2, 'len': 3, 'note': ""Long 'a' + retroflex nasal + retroflex stop cluster""}]"
3593,Shāṇḍṇu,Shandnu,,V.I.,v.i. re.,,,To fatigue.,,To fatigue.,,,mainDictionary_repaired.csv,117,original,,Shaːɳɖṇu,Shआण्ड / चाण्डालṇu,low,unmapped_chars_sample='Shṇu' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'āṇḍ', 'ipa': 'aːɳɖ', 'deva': 'आण्ड / चाण्डाल', 'pos': 2, 'len': 3, 'note': ""Long 'a' + retroflex nasal + retroflex stop cluster""}, {'matched': None, 'char': 'ṇ', 'pos': 5}, {'matched': None, 'char': 'u', 'pos': 6}]"
3594,Shāṇgal,Shangal,,N.F.,n.f.,,,The chain of a door.,,The chain of a door.,,(S. Shriṅkhalā).,mainDictionary_repaired.csv,117,original,,Shaːṇgal,Shआṇgअl,low,unmapped_chars_sample='Shṇgl' count=5,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'g', 'pos': 4}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 5, 'len': 1, 'note': ""Short 'a' vowel""}]"
3595,Shāṅgī,Shangi,,N.F.,n.f.,,,The throat.,,The throat.,,,mainDictionary_repaired.csv,117,original,,Shaːŋgī,Shआङ / आँ (nasal)gī,low,unmapped_chars_sample='Shgī' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'āṅ', 'ipa': 'aːŋ', 'deva': 'आङ / आँ (nasal)', 'pos': 2, 'len': 2, 'note': ""Long 'a' with final nasal (could be vowel nasalization or velar nasal)""}, {'matched': None, 'char': 'g', 'pos': 4}, {'matched': None, 'char': 'ī', 'pos': 5}]"
3596,Shānnī,Shanni,,N.F.,n.f.,,,A small room in a house to keep sheep in.,,A small room in a house to keep sheep in.,,,mainDictionary_repaired.csv,117,original,,Shaːnnī,Shआnnī,low,unmapped_chars_sample='Shnnī' count=5,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 3}, {'matched': None, 'char': 'n', 'pos': 4}, {'matched': None, 'char': 'ī', 'pos': 5}]"
3597,Shānt,Shant,,N.F.,n.f.,,"(S. Shānti, peace)",A religious observance in honour of a deity.,,A religious observance in honour of a deity.,,,mainDictionary_repaired.csv,117,original,,Shaːnt,Shआnt,low,unmapped_chars_sample='Shnt' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 3}, {'matched': None, 'char': 't', 'pos': 4}]"
3598,Shāpṛ,Shapr,,NOUN,n.m.,,,A rock.,,A rock.,,,mainDictionary_repaired.csv,117,original,,Shaːpṛ,Shआpṛ,low,unmapped_chars_sample='Shpṛ' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'p', 'pos': 3}, {'matched': None, 'char': 'ṛ', 'pos': 4}]"
3599,Sharam,Sharam,,N.F.,n.f.,,(H. Sharm),Shame.,,Shame.,,"-āwṇī, v.i. re. To feel ashamed.",mainDictionary_repaired.csv,117,original,,Sharam,Shअrअm,low,unmapped_chars_sample='Shrm' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 5}]"
3600,Shārdā,Sharda,,NOUN,n.m.,,,A kind of tax.,,A kind of tax.,,,mainDictionary_repaired.csv,117,original,,Shaːrdaː,Shआrdआ,low,unmapped_chars_sample='Shrd' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': None, 'char': 'd', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
3601,Shāṛh,Sharh,,NOUN,n.m.,,(S. Āṣāṛha),"The third Hindū month, corresponding to June.",,"The third Hindū month, corresponding to June.",,,mainDictionary_repaired.csv,117,original,,Shaːṛh,Shआṛh,low,unmapped_chars_sample='Shṛh' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}]"
3602,Shāṛhī,Sharhi,,N.F.,n.f.,,,The autumnal harvest.,,The autumnal harvest.,,,mainDictionary_repaired.csv,117,original,,Shaːṛhī,Shआṛhī,low,unmapped_chars_sample='Shṛhī' count=5,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': None, 'char': 'ī', 'pos': 5}]"
3603,"Shariṇ, shriṇ","Sharin, shrin",,N.F.,n.f.,,,The smell of anything rotting.,,The smell of anything rotting.,,,mainDictionary_repaired.csv,117,original,,"Shariṇ, shriṇ","Shअriṇ, shriṇ",low,"unmapped_chars_sample='Shriṇ,' count=12","[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': None, 'char': 'i', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3604,Shaṛū,Sharu,,NOUN,n.m. pl.,,,Hail.,,Hail.,,"-paṛné, v.i. re. To fall, of hail.",mainDictionary_repaired.csv,117,original,,Shaṛuː,Shअṛऊ,low,unmapped_chars_sample='Shṛ' count=3,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': 'ū', 'ipa': 'uː', 'deva': 'ऊ', 'pos': 4, 'len': 1, 'note': ""Long 'u' vowel""}]"
3605,Shā's,Sha's,,N.F.,n.f.,,,See Sā's.,,See Sā's.,,,mainDictionary_repaired.csv,117,original,,Shaː's,Shआ's,low,unmapped_chars_sample='Sh's' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': ""'"", 'pos': 3}, {'matched': None, 'char': 's', 'pos': 4}]"
3606,Shashā,Shasha,,NOUN,n.m.,,,A hare.,,A hare.,,(Syn. faṛ-ṛū).,mainDictionary_repaired.csv,117,original,,Shashaː,Shअshआ,low,unmapped_chars_sample='Shsh' count=4,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
3607,Shāshwṇu,Shashwnu,,V.T.,v.t. re.,,,To cause or allow to rub oil or butter on the body.,,To cause or allow to rub oil or butter on the body.,,,mainDictionary_repaired.csv,117,original,,Shaːshwṇu,Shआshwṇu,low,unmapped_chars_sample='Shshwṇ' count=7,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': None, 'char': 'w', 'pos': 5}]"
3608,Shāshṇu,Shashnu,,V.T.,v.t. re.,,,To rub oil or butter on the body.,,To rub oil or butter on the body.,,,mainDictionary_repaired.csv,117,original,,Shaːshṇu,Shआshṇu,low,unmapped_chars_sample='Shshṇu' count=6,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3609,Shāṭā,Shata,,N.F.,n.f.,,,A bark (of a tree).,,A bark (of a tree).,,pl. -é.,mainDictionary_repaired.csv,117,original,,Shaːʈaː,Shआट/बाटआ,low,unmapped_chars_sample='Sh' count=2,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'āṭ', 'ipa': 'aːʈ', 'deva': 'आट/बाट', 'pos': 2, 'len': 2, 'note': ""Long a + retroflex stop 'ṭ'""}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3610,Shāṭh,Shath,,NOUN,n.m. pl.,,,"The straw of the crop called koḍā, or used as fodder for cattle.",,"The straw of the crop called koḍā, or used as fodder for cattle.",,,mainDictionary_repaired.csv,117,original,,Shaːʈh,Shआट/बाटh,low,unmapped_chars_sample='Shh' count=3,"[{'matched': None, 'char': 'S', 'pos': 0}, {'matched': None, 'char': 'h', 'pos': 1}, {'matched': 'āṭ', 'ipa': 'aːʈ', 'deva': 'आट/बाट', 'pos': 2, 'len': 2, 'note': ""Long a + retroflex stop 'ṭ'""}, {'matched': None, 'char': 'h', 'pos': 4}]"
